Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Date,Time,Payment,cogs,Rating
176-78-1170,D,Red Deer,Member,Male,Health and beauty,33.81,3.0,5.0715,2019-01-26,15:11:00,Ewallet,101.43,
452-04-8808,C,Edmonton,Non-member,Male,Electronic accessories,87.08,7.0,30.478,2019-01-26,15:17:00,Cash,609.56,3.0
135-13-8269,C,Edmonton,Member,Female,Food and beverages,78.88,2.0,7.888,2019-01-26,16:04:00,Cash,157.76,9.0
539-21-7227,C,Edmonton,Non-member,Female,Sports and travel,51.54,5.0,12.885,2019-01-26,17:45:00,Cash,257.7,2.0
308-39-1707,B,Calgary,Non-member,Female,Fashion accessories,12.09,1.0,0.6045,2019-01-26,18:19:00,Credit card,12.09,8.0
834-61-8124,B,Calgary,Non-member,Male,Electronic accessories,51.69,7.0,18.0915,2019-01-26,18:22:00,Cash,361.83,6.0
258-69-7810,D,Red Deer,Non-member,Female,Fashion accessories,36.85,5.0,9.2125,2019-01-26,18:53:00,Cash,184.25,9.0
836-82-5858,C,Edmonton,Member,Male,Health and beauty,69.37,9.0,31.2165,2019-01-26,19:14:00,Ewallet,624.33,4.0
289-65-5721,C,Edmonton,Non-member,Female,Fashion accessories,81.37,2.0,8.137,2019-01-26,19:28:00,Cash,162.74,6.0
225-32-0908,D,Red Deer,Non-member,Female,Sports and travel,44.86,10.0,22.43,2019-01-26,19:54:00,Ewallet,448.6,8.0
847-38-7188,C,Edmonton,Non-member,Female,Food and beverages,96.68,3.0,14.502,2019-01-26,19:56:00,Ewallet,290.04,6.0
641-43-2399,C,Edmonton,Non-member,Male,Home and lifestyle,25.55,4.0,5.11,2019-01-26,20:23:00,Ewallet,102.2,6.0
624-01-8356,C,Edmonton,Non-member,Female,Home and lifestyle,49.01,10.0,24.505,2019-01-27,10:44:00,Credit card,490.1,4.0
862-59-8517,A,Calgary,Non-member,Female,Food and beverages,90.24,6.0,27.072,2019-01-27,11:17:00,Cash,541.44,6.0
870-54-3162,B,Calgary,Non-member,Female,Sports and travel,32.25,5.0,8.0625,2019-01-27,13:26:00,Cash,161.25,9.0
325-90-8763,D,Red Deer,Member,Female,Electronic accessories,46.57,10.0,23.285,2019-01-27,13:58:00,Cash,465.7,8.0
613-59-9758,D,Red Deer,Non-member,,Sports and travel,14.36,10.0,7.18,2019-01-27,14:28:00,Cash,143.6,5.0
534-01-4457,A,Calgary,Non-member,Male,Food and beverages,81.71,6.0,24.513,2019-01-27,14:36:00,Credit card,490.26,8.0
394-41-0748,D,Red Deer,Member,Female,Fashion accessories,54.07,9.0,24.3315,2019-01-27,14:55:00,Ewallet,486.63,10.0
633-91-1052,B,Calgary,Non-member,Female,Home and lifestyle,12.03,2.0,1.203,2019-01-27,15:51:00,Cash,24.06,5.0
788-07-8452,D,Red Deer,Member,Female,Home and lifestyle,24.24,7.0,8.484,2019-01-27,17:38:00,Ewallet,169.68,9.0
595-27-4851,B,Calgary,Non-member,Female,Food and beverages,54.28,7.0,18.998,2019-01-27,18:05:00,Ewallet,379.96,9.0
585-90-0249,A,Calgary,Member,Male,Electronic accessories,73.26,1.0,3.663,2019-01-27,18:08:00,Ewallet,73.26,
620-02-2046,A,Calgary,Non-member,Male,Home and lifestyle,69.4,2.0,6.94,2019-01-27,19:48:00,Ewallet,138.8,9.0
869-11-3082,C,Edmonton,Member,Male,Health and beauty,96.16,4.0,19.232,2019-01-27,20:03:00,Credit card,384.64,8.0
123-19-1176,B,Calgary,Member,Male,Health and beauty,58.22,8.0,23.288,2019-01-27,20:33:00,Ewallet,465.76,8.0
544-55-9589,C,Edmonton,Member,Female,Electronic accessories,21.43,10.0,10.715,2019-01-28,11:51:00,Cash,214.3,6.0
149-71-6266,C,Edmonton,Member,Male,Sports and travel,78.07,9.0,35.1315,2019-01-28,12:43:00,Cash,702.63,4.0
400-89-4171,D,Red Deer,Non-member,Female,Sports and travel,80.97,8.0,32.388,2019-01-28,13:05:00,Cash,647.76,9.0
222-42-0244,C,Edmonton,Member,Female,Health and beauty,72.11,9.0,32.4495,2019-01-28,13:53:00,Credit card,648.99,2.0
211-30-9270,A,Calgary,Non-member,Male,Health and beauty,17.41,5.0,4.3525,2019-01-28,15:16:00,Credit card,87.05,
430-53-4718,C,Edmonton,Member,Male,Health and beauty,75.37,8.0,30.148,2019-01-28,15:46:00,Credit card,602.96,8.0
243-47-2663,D,Red Deer,Member,Male,Electronic accessories,18.77,6.0,5.631,2019-01-28,16:43:00,Credit card,112.62,
342-65-4817,D,Red Deer,Member,Male,Health and beauty,86.8,3.0,13.02,2019-01-28,16:47:00,Ewallet,260.4,
865-41-9075,A,Calgary,Non-member,Male,Food and beverages,11.53,7.0,4.0355,2019-01-28,17:35:00,Cash,80.71,8.0
699-88-1972,C,Edmonton,Non-member,Male,Health and beauty,99.16,8.0,39.664,2019-01-28,17:47:00,Credit card,793.28,4.0
390-80-5128,C,Edmonton,Member,Female,Health and beauty,19.15,1.0,0.9575,2019-01-28,17:58:00,Credit card,19.15,10.0
372-26-1506,D,Red Deer,Non-member,Female,Fashion accessories,23.82,5.0,5.955,2019-01-28,19:24:00,Ewallet,119.1,
593-65-1552,D,Red Deer,Non-member,Female,Home and lifestyle,69.81,4.0,13.962,2019-01-28,20:50:00,Credit card,279.24,6.0
726-29-6793,A,Calgary,Member,Male,Electronic accessories,24.18,8.0,9.672,2019-01-28,20:54:00,Ewallet,193.44,10.0
606-80-4905,D,Red Deer,Member,Female,Sports and travel,19.15,6.0,5.745,2019-01-29,10:01:00,Credit card,114.9,7.0
862-17-9201,C,Edmonton,Non-member,Female,Food and beverages,84.05,6.0,25.215,2019-01-29,10:48:00,Credit card,504.3,8.0
575-67-1508,A,Calgary,Non-member,Male,Electronic accessories,38.6,1.0,1.93,2019-01-29,11:26:00,Ewallet,38.6,7.0
343-61-3544,C,Edmonton,Member,Male,Sports and travel,26.67,10.0,13.335,2019-01-29,11:48:00,Cash,266.7,9.0
746-94-0204,A,Calgary,Non-member,Male,Fashion accessories,83.24,9.0,37.458,2019-01-29,11:56:00,Credit card,749.16,
382-25-8917,D,Red Deer,Non-member,Male,Fashion accessories,42.08,6.0,12.624,2019-01-29,12:25:00,Cash,252.48,9.0
233-67-5758,D,Red Deer,Non-member,Male,Health and beauty,40.35,1.0,2.0175,2019-01-29,13:46:00,Ewallet,40.35,6.0
110-48-7033,C,Edmonton,Member,Male,Food and beverages,32.62,4.0,6.524,2019-01-29,14:12:00,Cash,130.48,9.0
137-63-5492,D,Red Deer,Non-member,Male,Electronic accessories,58.76,10.0,29.38,2019-01-29,14:26:00,Ewallet,587.6,9.0
816-72-8853,A,Calgary,Member,Female,Sports and travel,27.93,5.0,6.9825,2019-01-29,15:48:00,Cash,139.65,6.0
569-76-2760,B,Calgary,Member,Female,Sports and travel,22.01,4.0,4.402,2019-01-29,18:15:00,Credit card,88.04,
800-09-8606,A,Calgary,Member,Female,Home and lifestyle,87.37,5.0,21.8425,2019-01-29,19:45:00,Cash,436.85,7.0
343-87-0864,A,Calgary,Member,Male,Health and beauty,75.88,1.0,3.794,2019-01-03,10:30:00,Credit card,75.88,
249-42-3782,B,Calgary,Non-member,Male,Health and beauty,70.01,5.0,17.5025,2019-01-03,11:36:00,Ewallet,350.05,6.0
749-24-1565,B,Calgary,Non-member,Female,Health and beauty,23.03,9.0,10.3635,2019-01-03,12:02:00,Ewallet,207.27,
875-31-8302,C,Edmonton,Non-member,Male,Sports and travel,93.38,1.0,4.669,2019-01-03,13:07:00,Cash,93.38,10.0
422-29-8786,B,Calgary,Non-member,Female,Home and lifestyle,67.09,5.0,16.7725,2019-01-03,16:47:00,Credit card,335.45,9.0
552-44-5977,C,Edmonton,Member,Male,Health and beauty,62.0,8.0,24.8,2019-01-03,19:08:00,Credit card,496.0,
687-15-1097,D,Red Deer,Member,Female,Health and beauty,21.12,2.0,2.112,2019-01-03,19:17:00,Cash,42.24,10.0
501-61-1753,C,Edmonton,Non-member,Female,Home and lifestyle,63.15,6.0,18.945,2019-01-03,20:24:00,Ewallet,378.9,3.0
804-38-3935,A,Calgary,Member,Male,Electronic accessories,93.78,3.0,14.067,2019-01-30,11:32:00,Credit card,281.34,6.0
182-69-8360,C,Edmonton,Non-member,Female,Electronic accessories,23.65,4.0,4.73,2019-01-30,13:32:00,Credit card,94.6,
134-54-4720,C,Edmonton,Non-member,Female,Electronic accessories,42.42,8.0,16.968,2019-01-30,13:58:00,Ewallet,339.36,6.0
664-14-2882,D,Red Deer,Member,Female,Home and lifestyle,10.53,5.0,2.6325,2019-01-30,14:43:00,Credit card,52.65,
416-13-5917,A,Calgary,Non-member,Female,Food and beverages,97.03,5.0,24.2575,2019-01-30,16:24:00,Ewallet,485.15,
862-29-5914,D,Red Deer,Non-member,Female,Sports and travel,22.38,1.0,1.119,2019-01-30,17:08:00,Credit card,22.38,9.0
423-80-0988,D,Red Deer,Non-member,Male,Sports and travel,76.4,2.0,7.64,2019-01-30,19:42:00,Ewallet,152.8,6.0
283-26-5248,D,Red Deer,Member,Female,Food and beverages,98.52,10.0,49.26,2019-01-30,20:23:00,Ewallet,985.2,10.0
556-72-8512,D,Red Deer,Non-member,Male,Home and lifestyle,22.96,1.0,1.148,2019-01-30,20:47:00,Cash,22.96,
522-57-8364,A,Calgary,Member,Male,Fashion accessories,51.34,8.0,20.536,2019-01-31,10:00:00,Ewallet,410.72,8.0
189-55-2313,D,Red Deer,Non-member,Female,Fashion accessories,62.18,10.0,31.09,2019-01-31,10:33:00,Ewallet,621.8,6.0
735-32-9839,A,Calgary,Member,Male,Fashion accessories,98.7,8.0,39.48,2019-01-31,10:36:00,Ewallet,789.6,
366-93-0948,A,Calgary,Member,Male,Electronic accessories,66.35,1.0,3.3175,2019-01-31,10:46:00,Credit card,66.35,10.0
226-71-3580,A,Calgary,Non-member,Female,Sports and travel,23.75,9.0,10.6875,2019-01-31,12:02:00,Cash,213.75,10.0
525-88-7307,C,Edmonton,Member,Male,Sports and travel,75.82,1.0,3.791,2019-01-31,13:19:00,Cash,75.82,6.0
239-36-3640,C,Edmonton,Non-member,Male,Electronic accessories,45.35,6.0,13.605,2019-01-31,13:44:00,Ewallet,272.1,6.0
187-83-5490,A,Calgary,Member,Male,Electronic accessories,20.77,4.0,4.154,2019-01-31,13:47:00,Cash,83.08,
532-59-7201,C,Edmonton,Member,Male,Sports and travel,79.93,6.0,23.979,2019-01-31,14:04:00,Cash,479.58,6.0
525-09-8450,C,Edmonton,Non-member,Male,Electronic accessories,72.13,10.0,36.065,2019-01-31,15:12:00,Credit card,721.3,4.0
583-72-1480,D,Red Deer,Member,Male,Electronic accessories,37.06,4.0,7.412,2019-01-31,16:24:00,Ewallet,148.24,10.0
286-75-7818,C,Edmonton,Non-member,Male,Fashion accessories,69.08,2.0,6.908,2019-01-31,19:48:00,Credit card,138.16,7.0
457-94-0464,C,Edmonton,Member,Male,Electronic accessories,87.87,9.0,39.5415,2019-01-31,20:32:00,Ewallet,790.83,6.0
834-45-5519,C,Edmonton,Non-member,Female,Electronic accessories,43.0,4.0,8.6,2019-01-31,20:48:00,Ewallet,172.0,
132-23-6451,A,Calgary,Member,Male,Health and beauty,20.97,5.0,5.2425,2019-01-04,13:21:00,Cash,104.85,8.0
656-16-1063,C,Edmonton,Non-member,Male,Sports and travel,46.42,3.0,6.963,2019-01-04,13:24:00,Credit card,139.26,1.0
731-14-2199,A,Calgary,Member,Female,Home and lifestyle,35.54,10.0,17.77,2019-01-04,13:34:00,Ewallet,355.4,7.0
672-51-8681,D,Red Deer,Member,Female,Electronic accessories,66.65,9.0,29.9925,2019-01-04,18:19:00,Credit card,599.85,
725-32-9708,C,Edmonton,Member,Female,Fashion accessories,68.71,4.0,13.742,2019-01-04,19:01:00,Cash,274.84,3.0
279-74-2924,C,Edmonton,Member,Male,Electronic accessories,72.17,1.0,3.6085,2019-01-04,19:40:00,Cash,72.17,6.0
217-58-1179,B,Calgary,Member,Male,Home and lifestyle,62.65,4.0,12.53,2019-01-05,11:25:00,Cash,250.6,1.0
339-12-4827,C,Edmonton,Member,Female,Fashion accessories,73.96,1.0,3.698,2019-01-05,11:32:00,Credit card,73.96,
489-82-1237,A,Calgary,Non-member,Female,Electronic accessories,93.88,7.0,,2019-01-05,11:51:00,Credit card,657.16,7.0
573-98-8548,D,Red Deer,Member,Female,Food and beverages,31.9,1.0,1.595,2019-01-05,12:40:00,Ewallet,31.9,9.0
750-67-8428,A,Calgary,Member,Female,Health and beauty,74.69,7.0,26.1415,2019-01-05,13:08:00,Ewallet,522.83,9.0
144-51-6085,B,Calgary,Member,Male,Home and lifestyle,70.74,4.0,14.148,2019-01-05,16:05:00,Credit card,282.96,4.0
209-61-0206,A,Calgary,Non-member,Female,Home and lifestyle,42.91,5.0,10.7275,2019-01-05,17:29:00,Ewallet,214.55,6.0
433-08-7822,D,Red Deer,Non-member,Female,Health and beauty,78.89,7.0,27.6115,2019-01-05,19:48:00,Ewallet,552.23,
843-01-4703,C,Edmonton,Member,Female,Home and lifestyle,35.38,9.0,15.921,2019-01-05,19:50:00,Credit card,318.42,10.0
801-88-0346,D,Red Deer,Non-member,Female,Fashion accessories,76.06,3.0,11.409,2019-01-05,20:30:00,Credit card,228.18,10.0
841-18-8232,C,Edmonton,Non-member,Female,Food and beverages,71.2,1.0,3.56,2019-01-05,20:40:00,Credit card,71.2,9.0
628-34-3388,A,Calgary,Non-member,Male,Fashion accessories,27.38,6.0,8.214,2019-01-05,20:54:00,Credit card,164.28,8.0
490-29-1201,A,Calgary,Non-member,Female,Sports and travel,15.34,1.0,0.767,2019-01-06,11:09:00,Cash,15.34,6.0
729-06-2010,C,Edmonton,Member,Male,Health and beauty,80.47,9.0,36.2115,2019-01-06,11:18:00,Cash,724.23,9.0
704-11-6354,A,Calgary,Member,Male,Home and lifestyle,58.9,8.0,23.56,2019-01-06,11:23:00,Cash,471.2,9.0
846-10-0341,B,Calgary,Non-member,Female,Fashion accessories,42.57,7.0,14.8995,2019-01-06,11:51:00,Cash,297.99,7.0
834-25-9262,D,Red Deer,Non-member,Female,Fashion accessories,81.68,4.0,16.336,2019-01-06,12:12:00,Cash,326.72,9.0
393-65-2792,D,Red Deer,Non-member,Male,Food and beverages,89.48,10.0,44.74,2019-01-06,12:46:00,Credit card,894.8,9.0
852-82-2749,B,Calgary,Non-member,,Sports and travel,64.59,4.0,12.918,2019-01-06,13:35:00,Ewallet,258.36,9.0
662-72-2873,B,Calgary,Non-member,Female,Food and beverages,40.94,5.0,10.235,2019-01-06,13:58:00,Ewallet,204.7,10.0
826-58-8051,C,Edmonton,Non-member,Male,Home and lifestyle,62.19,4.0,12.438,2019-01-06,19:46:00,Ewallet,248.76,4.0
126-54-1082,B,Calgary,Member,Female,Home and lifestyle,21.54,9.0,9.693,2019-01-07,11:44:00,Credit card,193.86,9.0
541-48-8554,A,Calgary,Non-member,Male,Sports and travel,60.95,9.0,27.4275,2019-01-07,12:08:00,Credit card,548.55,6.0
889-04-9723,C,Edmonton,Member,Female,Food and beverages,89.14,4.0,17.828,2019-01-07,12:20:00,Credit card,356.56,8.0
232-16-2483,D,Red Deer,Member,Female,Sports and travel,68.12,1.0,3.406,2019-01-07,12:28:00,Ewallet,68.12,7.0
390-31-6381,D,Red Deer,Non-member,Male,Food and beverages,27.22,3.0,4.083,2019-01-07,12:37:00,Cash,81.66,7.0
109-28-2512,C,Edmonton,Member,Female,Fashion accessories,97.61,6.0,29.283,2019-01-07,15:01:00,Ewallet,585.66,10.0
799-71-1548,B,Calgary,Member,Male,Electronic accessories,77.72,4.0,15.544,2019-01-07,16:11:00,Credit card,310.88,9.0
526-86-8552,D,Red Deer,Member,Female,Home and lifestyle,21.82,10.0,10.91,2019-01-07,17:36:00,Cash,218.2,7.0
566-19-5475,C,Edmonton,Non-member,Male,Fashion accessories,47.97,7.0,16.7895,2019-01-07,20:52:00,Cash,335.79,6.0
442-44-6497,D,Red Deer,Member,Male,Home and lifestyle,55.57,3.0,8.3355,2019-01-08,11:42:00,Credit card,166.71,6.0
767-97-4650,C,Edmonton,Member,Female,Sports and travel,64.83,2.0,6.483,2019-01-08,11:59:00,Credit card,129.66,8.0
387-49-4215,C,Edmonton,Member,,Sports and travel,48.5,3.0,7.275,2019-01-08,12:50:00,Cash,145.5,7.0
241-96-5076,C,Edmonton,Member,Female,Home and lifestyle,49.1,2.0,4.91,2019-01-08,12:58:00,Credit card,98.2,6.0
674-15-9296,B,Calgary,Non-member,Male,Sports and travel,37.14,5.0,9.285,2019-01-08,13:05:00,Ewallet,185.7,
750-57-9686,D,Red Deer,Non-member,Female,Home and lifestyle,45.38,4.0,9.076,2019-01-08,13:48:00,Credit card,181.52,
192-98-7397,D,Red Deer,Non-member,Male,Fashion accessories,12.78,1.0,0.639,2019-01-08,14:11:00,Ewallet,12.78,10.0
490-95-0021,C,Edmonton,Member,Female,Food and beverages,33.21,10.0,16.605,2019-01-08,14:25:00,Ewallet,332.1,6.0
124-31-1458,A,Calgary,Member,Female,Electronic accessories,79.59,3.0,11.9385,2019-01-08,14:30:00,Cash,238.77,7.0
663-86-9076,D,Red Deer,Member,Female,Food and beverages,68.54,8.0,27.416,2019-01-08,15:57:00,Ewallet,548.32,
189-08-9157,D,Red Deer,Non-member,Female,Fashion accessories,31.73,9.0,14.2785,2019-01-08,16:17:00,Credit card,285.57,6.0
257-60-7754,B,Calgary,Non-member,Female,Electronic accessories,50.23,4.0,10.046,2019-01-08,17:12:00,Cash,200.92,
840-76-5966,A,Calgary,Member,Male,Sports and travel,12.76,2.0,1.276,2019-01-08,18:06:00,Ewallet,25.52,
457-13-1708,C,Edmonton,Member,Male,Fashion accessories,65.23,10.0,32.615,2019-01-08,19:07:00,Credit card,652.3,5.0
631-34-1880,D,Red Deer,Member,Male,Food and beverages,24.31,3.0,3.6465,2019-01-08,19:09:00,Credit card,72.93,4.0
845-94-6841,D,Red Deer,Member,Female,Food and beverages,72.88,9.0,32.796,2019-01-08,19:38:00,Cash,655.92,4.0
484-22-8230,D,Red Deer,Member,Female,Food and beverages,51.89,7.0,18.1615,2019-01-08,20:08:00,Cash,363.23,
571-94-0759,C,Edmonton,Member,Female,Food and beverages,74.6,10.0,37.3,2019-01-08,20:55:00,Cash,746.0,10.0
189-40-5216,D,Red Deer,Non-member,Male,Electronic accessories,96.37,7.0,33.7295,2019-01-09,11:40:00,Cash,674.59,
867-47-1948,D,Red Deer,Non-member,,Home and lifestyle,15.8,10.0,7.9,2019-01-09,12:07:00,Cash,158.0,8.0
288-62-1085,B,Calgary,Member,Male,Food and beverages,38.54,5.0,9.635,2019-01-09,13:34:00,Ewallet,192.7,6.0
554-42-2417,D,Red Deer,Non-member,Female,Sports and travel,95.44,10.0,47.72,2019-01-09,13:45:00,Cash,954.4,10.0
370-96-0655,A,Calgary,Non-member,Female,Fashion accessories,49.32,6.0,14.796,2019-01-09,13:46:00,Ewallet,295.92,7.0
263-10-3913,D,Red Deer,Member,Male,Fashion accessories,49.04,9.0,22.068,2019-01-09,14:20:00,Credit card,441.36,9.0
343-75-9322,C,Edmonton,Member,Female,Sports and travel,11.85,8.0,4.74,2019-01-09,16:34:00,Cash,94.8,1.0
305-89-2768,C,Edmonton,Member,Female,Home and lifestyle,21.9,3.0,3.285,2019-01-09,18:43:00,Ewallet,65.7,
870-76-1733,B,Calgary,Member,Female,Food and beverages,14.23,5.0,3.5575,2019-02-01,10:08:00,Credit card,71.15,4.0
551-21-3069,D,Red Deer,Non-member,Female,Electronic accessories,23.07,9.0,10.3815,2019-02-01,11:27:00,Cash,207.63,5.0
105-31-1824,A,Calgary,Member,Male,Sports and travel,69.52,7.0,24.332,2019-02-01,15:10:00,Credit card,486.64,8.0
358-88-9262,D,Red Deer,Member,Female,Food and beverages,87.48,6.0,26.244,2019-02-01,18:43:00,Ewallet,524.88,5.0
443-82-0585,A,Calgary,Member,Female,Health and beauty,77.68,4.0,15.536,2019-02-01,19:54:00,Cash,310.72,8.0
237-01-6122,D,Red Deer,Member,Female,Home and lifestyle,80.79,9.0,36.3555,2019-02-01,20:31:00,Credit card,727.11,10.0
685-64-1609,A,Calgary,Member,Female,Fashion accessories,30.14,10.0,15.07,2019-02-10,12:28:00,Ewallet,301.4,9.0
669-54-1719,C,Edmonton,Member,Male,Electronic accessories,18.93,6.0,5.679,2019-02-10,12:45:00,Credit card,113.58,8.0
400-60-7251,A,Calgary,Non-member,Male,Home and lifestyle,74.07,1.0,3.7035,2019-02-10,12:50:00,Ewallet,74.07,10.0
559-98-9873,B,Calgary,Member,Female,Fashion accessories,53.65,7.0,18.7775,2019-02-10,12:56:00,Ewallet,375.55,
448-34-8700,C,Edmonton,Member,Male,Home and lifestyle,36.91,7.0,12.9185,2019-02-10,13:51:00,Ewallet,258.37,7.0
196-01-2849,D,Red Deer,Member,Female,Fashion accessories,73.38,7.0,25.683,2019-02-10,13:56:00,Cash,513.66,10.0
162-48-8011,A,Calgary,Member,Female,Food and beverages,44.59,5.0,11.1475,2019-02-10,15:10:00,Cash,222.95,8.0
838-78-4295,D,Red Deer,Non-member,Female,Health and beauty,33.47,2.0,3.347,2019-02-10,15:43:00,Ewallet,66.94,7.0
378-07-7001,C,Edmonton,Member,Male,Electronic accessories,48.09,3.0,7.2135,2019-02-10,18:23:00,Credit card,144.27,2.0
695-51-0018,C,Edmonton,Non-member,,Sports and travel,34.84,4.0,6.968,2019-02-10,18:36:00,Cash,139.36,7.0
227-07-4446,D,Red Deer,Member,,Electronic accessories,78.13,10.0,39.065,2019-02-10,20:51:00,Cash,781.3,3.0
842-40-8179,C,Edmonton,Member,Female,Food and beverages,77.2,10.0,38.6,2019-02-11,10:38:00,Credit card,772.0,6.0
284-34-9626,C,Edmonton,Non-member,Female,Home and lifestyle,77.04,3.0,11.556,2019-02-11,10:39:00,Credit card,231.12,7.0
418-02-5978,C,Edmonton,Non-member,Female,Health and beauty,84.09,9.0,37.8405,2019-02-11,10:54:00,Cash,756.81,8.0
531-56-4728,B,Calgary,Non-member,Male,Home and lifestyle,80.08,3.0,12.012,2019-02-11,15:29:00,Cash,240.24,5.0
866-99-7614,D,Red Deer,Non-member,Male,Food and beverages,89.2,10.0,44.6,2019-02-11,15:42:00,Credit card,892.0,9.0
534-53-3526,A,Calgary,Non-member,Female,Sports and travel,94.76,4.0,18.952,2019-02-11,16:06:00,Ewallet,379.04,
796-12-2025,D,Red Deer,Non-member,Male,Fashion accessories,62.12,10.0,31.06,2019-02-11,16:19:00,Cash,621.2,6.0
401-09-4232,D,Red Deer,Member,Male,Home and lifestyle,86.69,5.0,21.6725,2019-02-11,18:38:00,Ewallet,433.45,9.0
365-64-0515,A,Calgary,Non-member,Female,Electronic accessories,46.95,5.0,11.7375,2019-02-12,10:25:00,Ewallet,234.75,7.0
549-03-9315,C,Edmonton,Non-member,Male,Fashion accessories,94.87,8.0,37.948,2019-02-12,12:58:00,Ewallet,758.96,9.0
373-14-0504,A,Calgary,Member,Female,Sports and travel,71.63,2.0,7.163,2019-02-12,14:33:00,Ewallet,143.26,9.0
641-51-2661,D,Red Deer,Member,Female,Food and beverages,87.1,10.0,43.55,2019-02-12,14:45:00,Credit card,871.0,9.0
305-18-3552,C,Edmonton,Member,Male,Home and lifestyle,60.38,10.0,30.19,2019-02-12,16:19:00,Cash,603.8,
885-56-0389,A,Calgary,Member,Male,Fashion accessories,52.35,1.0,2.6175,2019-02-12,17:49:00,Cash,52.35,4.0
287-83-1405,A,Calgary,Non-member,Male,Health and beauty,25.43,6.0,7.629,2019-02-12,19:01:00,Ewallet,152.58,
528-87-5606,C,Edmonton,Member,Female,Electronic accessories,39.48,1.0,1.974,2019-02-12,19:43:00,Cash,39.48,6.0
139-52-2867,D,Red Deer,Non-member,Female,Fashion accessories,22.51,7.0,7.8785,2019-02-13,10:50:00,Credit card,157.57,5.0
173-50-1108,C,Edmonton,Member,Female,Sports and travel,20.18,4.0,4.036,2019-02-13,12:14:00,Credit card,80.72,5.0
151-16-1484,A,Calgary,Member,Male,Electronic accessories,32.25,4.0,6.45,2019-02-13,12:38:00,Ewallet,129.0,6.0
388-76-2555,C,Edmonton,Non-member,Male,Sports and travel,13.69,6.0,4.107,2019-02-13,13:59:00,Cash,82.14,6.0
339-18-7061,D,Red Deer,Member,Female,Fashion accessories,92.98,2.0,9.298,2019-02-13,15:06:00,Credit card,185.96,8.0
767-54-1907,C,Edmonton,Member,Female,Fashion accessories,29.56,5.0,7.39,2019-02-13,16:59:00,Cash,147.8,7.0
549-23-9016,D,Red Deer,Member,Female,Food and beverages,14.87,2.0,1.487,2019-02-13,18:15:00,Credit card,29.74,9.0
563-36-9814,B,Calgary,Member,Male,Electronic accessories,76.82,1.0,3.841,2019-02-13,18:27:00,Ewallet,76.82,7.0
235-46-8343,D,Red Deer,Member,Male,Food and beverages,27.66,10.0,13.83,2019-02-14,11:26:00,Credit card,276.6,9.0
109-86-4363,C,Edmonton,Member,Female,Sports and travel,60.08,7.0,21.028,2019-02-14,11:36:00,Credit card,420.56,
545-07-8534,D,Red Deer,Non-member,Female,Health and beauty,58.32,2.0,5.832,2019-02-14,12:42:00,Ewallet,116.64,6.0
853-23-2453,C,Edmonton,Member,Male,Health and beauty,75.74,4.0,15.148,2019-02-14,14:35:00,Cash,302.96,
528-14-9470,A,Calgary,Member,Male,Health and beauty,91.3,1.0,4.565,2019-02-14,14:42:00,Ewallet,91.3,9.0
150-89-8043,A,Calgary,Non-member,Male,Sports and travel,44.65,3.0,6.6975,2019-02-14,15:04:00,Cash,133.95,6.0
638-60-7125,A,Calgary,Non-member,Female,Electronic accessories,99.56,8.0,39.824,2019-02-14,17:03:00,Credit card,796.48,5.0
174-36-3675,D,Red Deer,Member,Male,Food and beverages,99.37,2.0,9.937,2019-02-14,17:29:00,Cash,198.74,5.0
305-03-2383,A,Calgary,Non-member,Female,Food and beverages,67.1,3.0,10.065,2019-02-15,10:36:00,Cash,201.3,8.0
233-34-0817,D,Red Deer,Member,Female,Electronic accessories,98.84,1.0,4.942,2019-02-15,11:21:00,Cash,98.84,8.0
246-11-3901,D,Red Deer,Non-member,Female,Electronic accessories,32.8,10.0,16.4,2019-02-15,12:12:00,Cash,328.0,6.0
541-89-9860,D,Red Deer,Member,Female,Fashion accessories,80.48,3.0,12.072,2019-02-15,12:31:00,Cash,241.44,8.0
394-43-4238,C,Edmonton,Member,Male,Home and lifestyle,17.77,5.0,4.4425,2019-02-15,12:42:00,Credit card,88.85,
227-78-1148,C,Edmonton,Non-member,Female,Fashion accessories,72.84,7.0,25.494,2019-02-15,12:44:00,Cash,509.88,8.0
152-68-2907,B,Calgary,Non-member,Male,Food and beverages,52.2,3.0,7.83,2019-02-15,13:30:00,Credit card,156.6,10.0
234-36-2483,C,Edmonton,Non-member,Male,Health and beauty,57.59,6.0,17.277,2019-02-15,13:51:00,Cash,345.54,5.0
710-46-4433,C,Edmonton,Member,Female,Food and beverages,77.4,9.0,34.83,2019-02-15,14:15:00,Credit card,696.6,4.0
860-79-0874,D,Red Deer,Member,Female,Fashion accessories,99.3,10.0,49.65,2019-02-15,14:53:00,Credit card,993.0,10.0
497-36-0989,A,Calgary,Non-member,Male,Fashion accessories,51.94,3.0,7.791,2019-02-15,15:21:00,Cash,155.82,
136-08-6195,B,Calgary,Non-member,Female,Home and lifestyle,69.96,8.0,27.984,2019-02-15,17:01:00,Credit card,559.68,6.0
556-41-6224,D,Red Deer,Non-member,Male,Health and beauty,33.64,8.0,13.456,2019-02-15,17:10:00,Credit card,269.12,
321-49-7382,C,Edmonton,Member,,Sports and travel,88.31,1.0,4.4155,2019-02-15,17:38:00,Credit card,88.31,5.0
